file,class,method,variable,usage
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,"getDBConnection/3[org.apache.linkis.metadata.query.service.oracle.SqlConnection.ConnectMessage,java.lang.String,java.lang.String]",connectMessage,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,"getDBConnection/3[org.apache.linkis.metadata.query.service.oracle.SqlConnection.ConnectMessage,java.lang.String,java.lang.String]",SQL_DRIVER_CLASS,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,"getColumns/2[java.lang.String,java.lang.String]",conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,"getColumnComment/2[java.lang.String,java.lang.String]",conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,"closeResource/3[java.sql.Connection,java.sql.Statement,java.sql.ResultSet]",LOG,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-core\src\main\java\org\apache\linkis\cli\core\interactor\execution\AsyncSubmission.java,org.apache.linkis.cli.core.interactor.execution.AsyncSubmission,"execute/1[java.util.Map<java.lang.String,org.apache.linkis.cli.core.interactor.execution.Job>]",logger,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-computation-client\src\main\scala\org\apache\linkis\ujes\client\response\image\ImagePanel.java,org.apache.linkis.ujes.client.response.image.ImagePanel,paintComponent/1[java.awt.Graphics],image,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-computation-client\src\main\scala\org\apache\linkis\ujes\client\response\image\ImagePanel.java,org.apache.linkis.ujes.client.response.image.ImagePanel,ImagePanel/1[java.awt.Image],image,6
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-common\src\main\java\org\apache\linkis\cs\common\entity\source\CommonContextKeyValue.java,org.apache.linkis.cs.common.entity.source.CommonContextKeyValue,"CommonContextKeyValue/2[org.apache.linkis.cs.common.entity.source.ContextKey,org.apache.linkis.cs.common.entity.source.ContextValue]",contextKey,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-common\src\main\java\org\apache\linkis\cs\common\entity\source\CommonContextKeyValue.java,org.apache.linkis.cs.common.entity.source.CommonContextKeyValue,"CommonContextKeyValue/2[org.apache.linkis.cs.common.entity.source.ContextKey,org.apache.linkis.cs.common.entity.source.ContextValue]",contextValue,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-common\src\main\java\org\apache\linkis\cs\common\entity\source\CommonContextKeyValue.java,org.apache.linkis.cs.common.entity.source.CommonContextKeyValue,setContextKey/1[org.apache.linkis.cs.common.entity.source.ContextKey],contextKey,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-common\src\main\java\org\apache\linkis\cs\common\entity\source\CommonContextKeyValue.java,org.apache.linkis.cs.common.entity.source.CommonContextKeyValue,setContextValue/1[org.apache.linkis.cs.common.entity.source.ContextValue],contextValue,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-common\src\main\java\org\apache\linkis\cs\common\entity\source\CommonContextKeyValue.java,org.apache.linkis.cs.common.entity.source.CommonContextKeyValue,getContextKey/0,contextKey,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-common\src\main\java\org\apache\linkis\cs\common\entity\source\CommonContextKeyValue.java,org.apache.linkis.cs.common.entity.source.CommonContextKeyValue,getContextValue/0,contextValue,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,"getDBConnection/2[org.apache.linkis.metadata.query.service.kingbase.SqlConnection.ConnectMessage,java.lang.String]",SQL_CONNECT_URL,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,"getDBConnection/2[org.apache.linkis.metadata.query.service.kingbase.SqlConnection.ConnectMessage,java.lang.String]",connectMessage,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,"getDBConnection/2[org.apache.linkis.metadata.query.service.kingbase.SqlConnection.ConnectMessage,java.lang.String]",SQL_DRIVER_CLASS,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,close/0,conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,getAllTables/1[java.lang.String],conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,"SqlConnection/6[java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.Object>]",conn,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,"SqlConnection/6[java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.Object>]",connectMessage,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,"closeResource/3[java.sql.Connection,java.sql.Statement,java.sql.ResultSet]",LOG,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,getPrimaryKeys/1[java.lang.String],conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,"getColumns/2[java.lang.String,java.lang.String]",conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\kingbase\SqlConnection.java,org.apache.linkis.metadata.query.service.kingbase.SqlConnection,getAllDatabases/0,conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\utils\ContextServiceUtils.java,org.apache.linkis.cs.client.utils.ContextServiceUtils,getNodeNameByCombinedNodeIDContextID/1[java.lang.String],logger,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\utils\ContextServiceUtils.java,org.apache.linkis.cs.client.utils.ContextServiceUtils,"getNodeNameByNodeID/2[java.lang.String,java.lang.String]",logger,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\utils\ContextServiceUtils.java,org.apache.linkis.cs.client.utils.ContextServiceUtils,"getNodeNameByNodeID/2[java.lang.String,java.lang.String]",commonSearchService,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\utils\ContextServiceUtils.java,org.apache.linkis.cs.client.utils.ContextServiceUtils,getContextIDStrByProperties/1[java.util.Properties],logger,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\utils\ContextServiceUtils.java,org.apache.linkis.cs.client.utils.ContextServiceUtils,"getNodeNameStrByMap/1[java.util.Map<java.lang.String,java.lang.Object>]",logger,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\utils\ContextServiceUtils.java,org.apache.linkis.cs.client.utils.ContextServiceUtils,"getContextIDStrByMap/1[java.util.Map<java.lang.String,java.lang.Object>]",logger,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,getReuseCount/0,reuseCount,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,setTimeOut/1[long],timeOut,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,setUser/1[java.lang.String],user,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,toString/0,reuseCount,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,toString/0,user,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,toString/0,timeOut,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,setReuseCount/1[int],reuseCount,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,getTimeOut/0,timeOut,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,getLabels/0,labels,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,"setLabels/1[java.util.Map<java.lang.String,java.lang.Object>]",labels,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\EngineReuseRequest.java,org.apache.linkis.manager.common.protocol.engine.EngineReuseRequest,getUser/0,user,1
D:\OOD\linkis-master\linkis-commons\linkis-rpc\src\main\java\org\apache\linkis\rpc\message\utils\MessageUtils.java,org.apache.linkis.rpc.message.utils.MessageUtils,getBean/1[java.lang.Class<T>],LOGGER,1
D:\OOD\linkis-master\linkis-commons\linkis-rpc\src\main\java\org\apache\linkis\rpc\message\utils\MessageUtils.java,org.apache.linkis.rpc.message.utils.MessageUtils,"isAssignableFrom/2[java.lang.String,java.lang.String]",LOGGER,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\node\ResponseNodeStatus.java,org.apache.linkis.manager.common.protocol.node.ResponseNodeStatus,setNodeStatus/1[org.apache.linkis.manager.common.protocol.node.NodeStatus],nodeStatus,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\node\ResponseNodeStatus.java,org.apache.linkis.manager.common.protocol.node.ResponseNodeStatus,getNodeStatus/0,nodeStatus,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-server\src\test\java\org\apache\linkis\cs\persistence\Scan.java,org.apache.linkis.cs.persistence.Scan,getJdbcTemplate/0,dataSource,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-bml\linkis-bml-server\src\main\java\org\apache\linkis\bml\util\HttpRequestHelper.java,org.apache.linkis.bml.util.HttpRequestHelper,getIp/1[org.apache.linkis.bml.util.HttpServletRequest],UN_KNOWN,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata\src\main\java\org\apache\linkis\metadata\domain\mdq\vo\BaseVO.java,org.apache.linkis.metadata.domain.mdq.vo.BaseVO,getName/0,name,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata\src\main\java\org\apache\linkis\metadata\domain\mdq\vo\BaseVO.java,org.apache.linkis.metadata.domain.mdq.vo.BaseVO,setAlias/1[java.lang.String],alias,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata\src\main\java\org\apache\linkis\metadata\domain\mdq\vo\BaseVO.java,org.apache.linkis.metadata.domain.mdq.vo.BaseVO,getCreator/0,creator,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata\src\main\java\org\apache\linkis\metadata\domain\mdq\vo\BaseVO.java,org.apache.linkis.metadata.domain.mdq.vo.BaseVO,getPartitionTable/0,isPartitionTable,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata\src\main\java\org\apache\linkis\metadata\domain\mdq\vo\BaseVO.java,org.apache.linkis.metadata.domain.mdq.vo.BaseVO,getLatestAccessTime/0,latestAccessTime,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata\src\main\java\org\apache\linkis\metadata\domain\mdq\vo\BaseVO.java,org.apache.linkis.metadata.domain.mdq.vo.BaseVO,setPartitionTable/1[java.lang.Boolean],isPartitionTable,1
